nombre_registro_creador,id_persona,nombres_persona,apellidos_persona,seudonimo_persona,otros_nombres,ano_nacimiento,ano_muerte,sexo,nacionalidad,pais_nacimiento,ciudad_nacimiento,ocupaciones,id_img__persona_fk,obra_en_coleccion_MTL,url_wikipedia_persona,observaciones_personas,,tipo_creador
Ela Spalding,2702,,,,,,,,,,,artista,,0,,,,
Eleonora Carrington,2703,,,,,,,,,,,artista,,0,,,,
Elisa Gomez,2704,,,,,,,,,,,artista,,0,,,,
Emilia Uribe de Mejía,2705,,,,,,,,,,,artista,,0,,,,
Endara Joaquín,2706,,,,,,,,,,,artista,,0,,,,
Epifanio Garay,2707,,,,,,,,,,,artista,,0,,,,
Éricka Flórez,2708,,,,,,,,,,,artista,,0,,,,
Erik Nitsche,2709,,,,,,,,,,,artista,,0,,,,
Erling Ericsson,2710,,,,,,,,,,,artista,,0,,,,
Ernesto Bertani,2711,,,,,,,,,,,artista,,0,,,,
Ernesto Recuero,2712,,,,,,,,,,,artista,,0,,,,
Esteban López,2713,,,,,,,,,,,artista,,0,,,,
Esteban Peña,2714,,,,,,,,,,,artista,,0,,,,
Esteban Rivera,2715,,,,,,,,,,,artista,,0,,,,
Eva Vent,2716,,,,,,,,,,,artista,,0,,,,
Evandro Teixeira,2717,,,,,,,,,,,artista,,0,,,,
Evelyn Soto Gabino,2718,,,,,,,,,,,artista,,0,,,,
Eyder Wilson Ul Ascue,2719,,,,,,,,,,,artista,,0,,,,
F. H. K. Henrion,2720,,,,,,,,,,,artista,,0,,,,
Fabio Melecio Palacios,2721,,,,,,,,,,,artista,,0,,,,
Fabio Rodriguez Amaya,2722,,,,,,,,,,,artista,,0,,,,
Falko Behrendt,2723,,,,,,,,,,,artista,,0,,,,
Federico Guzmán,2724,,,,,,,,,,,artista,,0,,,,
Felipe Paz,2725,,,,,,,,,,,artista,,0,,,,
Fernando Casto Pacheco,2726,,,,,,,,,,,artista,,0,,,,
Fernando Olivella,2727,,,,,,,,,,,artista,,0,,,,
Fernando Pareja & Leidy Chávez,2728,,,,,,,,,,,artista,,0,,,,
Fernando Pertuz,2729,,,,,,,,,,,artista,,0,,,,
Fernando Salazar,2730,,,,,,,,,,,artista,,0,,,,
Fernell Franco,2731,,,,,,,,,,,artista,,7,,,,
Figueroa J.,2732,,,,,,,,,,,artista,,0,,,,
Francisco Bellorín,2733,,,,,,,,,,,artista,,0,,,,
Francisco Camacho,2734,,,,,,,,,,,artista,,0,,,,
Francisco J. Jaramillo,2735,,,,,,,,,,,artista,,0,,,,
Francisco Liu,2736,,,,,,,,,,,artista,,0,,,,
Francisco Ospina Bernal,2737,,,,,,,,,,,artista,,0,,,,
Francisco Rodon,2738,,,,,,,,,,,artista,,0,,,,
Francisco Todó,2739,,,,,,,,,,,artista,,0,,,,
Francisco Toquica,2740,,,,,,,,,,,artista,,0,,,,
François Bucher,2741,,,,,,,,,,,artista,,0,,,,
François Dolmetsch,2742,,,,,,,,,,,artista,,0,,,,
Freddy Barbosa,2743,,,,,,,,,,,artista,,0,,,,
Frederic Chastro,2744,,,,,,,,,,,artista,,0,,,,
Fredy Quinayas,2745,,,,,,,,,,,artista,,0,,,,
Fritz Cremer,2746,,,,,,,,,,,artista,,0,,,,
Fritz Seifert,2747,,,,,,,,,,,artista,,0,,,,
Froylán Ruiz,2748,,,,,,,,,,,artista,,0,,,,
Fundación dos mundos,2749,,,,,,,,,,,artista,,0,,,,
Future Farmers,2750,,,,,,,,,,,artista,,0,,,,
G. A. Garrrido,2751,,,,,,,,,,,artista,,0,,,,
Gabriel de la Mora,2752,,,,,,,,,,,artista,,0,,,,
Gabriel Ossa,2753,,,,,,,,,,,artista,,0,,,,
García Alex,2754,,,,,,,,,,,artista,,0,,,,
Gaston Ugalde,2755,,,,,,,,,,,artista,,0,,,,
Georges Braque,2756,,,,,,,,,,,artista,,0,,,,
Gertrudis Goldschmidt,2757,,,,,,,,,,,artista,,0,,,,
Gil Ibarra L.,2758,,,,,,,,,,,artista,,0,,,,
Gilberto Aceves Navarro,2759,,,,,,,,,,,artista,,0,,,,
Gilda Mantilla,2760,,,,,,,,,,,artista,,0,,,,
Giles Saussier,2761,,,,,,,,,,,artista,,0,,,,
Gillian Ayres,2762,,,,,,,,,,,artista,,0,,,,
Gilma Suárez,2763,,,,,,,,,,,artista,,0,,,,
Gina Arizpe,2764,,,,,,,,,,,artista,,0,,,,
Glauco Rodriguez,2765,,,,,,,,,,,artista,,0,,,,
Gloria Martinez,2766,,,,,,,,,,,artista,,0,,,,
Gómez de la Torre,2767,,,,,,,,,,,artista,,0,,,,
Gordon House,2768,,,,,,,,,,,artista,,0,,,,
Graciela Iturbode,2769,,,,,,,,,,,artista,,0,,,,
Gregorio Vázquez y Ceballos,2770,,,,,,,,,,,artista,,0,,,,
Grupo Nómada,2771,,,,,,,,,,,artista,,0,,,,
Guayasamin Oswaldo,2772,,,,,,,,,,,artista,,0,,,,
Guillermo Calzadilla,2773,,,,,,,,,,,artista,,0,,,,
Guillermo Gómez Peña,2774,,,,,,,,,,,artista,,0,,,,
Guilles Charalambos,2775,,,,,,,,,,,artista,,0,,,,
Gustav Henri Jossot,2776,,,,,,,,,,,artista,,0,,,,
Gustavo Niño,2777,,,,,,,,,,,artista,,0,,,,
Gustavo Toro,2778,,,,,,,,,,,artista,,0,,,,
Harold Cohen,2779,,,,,,,,,,,artista,,0,,,,
Harold Orlando Rodriguez,2780,,,,,,,,,,,artista,,0,,,,
Héctor de Anda,2781,,,,,,,,,,,artista,,0,,,,
Hector Ulloque,2782,,,,,,,,,,,artista,,0,,,,
Héctor Wiesner García,2783,,,,,,,,,,,artista,,0,,,,
Helmut Federle,2784,,,,,,,,,,,artista,,0,,,,
Henri de Toulouse-Lautrec,2785,,,,,,,,,,,artista,,0,,,,
Henrik Olesen,2786,,,,,,,,,,,artista,,0,,,,
Henry Salazar,2787,,,,,,,,,,,artista,,0,,,,
Herbert Leupin,2788,,,,,,,,,,,artista,,0,,,,
Herbert Sandberg,2789,,,,,,,,,,,artista,,0,,,,
Herlyng Ferla,2790,,,,,,,,,,,artista,,0,,,,
Hermann Yusty,2791,,,,,,,,,,,artista,,0,,,,
Hernán Barón,2792,,,,,,,,,,,artista,,0,,,,
Hernán Braum-Vega,2793,,,,,,,,,,,artista,,0,,,,
Hugo Denizart,2794,,,,,,,,,,,artista,,0,,,,
Humberto Junca,2795,,,,,,,,,,,artista,,0,,,,
Humberto Polar,2796,,,,,,,,,,,artista,,0,,,,
Ignacio Espla,2797,,,,,,,,,,,artista,,0,,,,
Ilva Posse de Gomez,2798,,,,,,,,,,,artista,,0,,,,
Imana Garrón,2799,,,,,,,,,,,artista,,0,,,,
Inés Gaitán,2800,,,,,,,,,,,artista,,0,,,,
Inu Waters,2801,,,,,,,,,,,artista,,0,,,,
Irene Balas,2802,,,,,,,,,,,artista,,0,,,,
Irene Fuga,2803,,,,,,,,,,,artista,,0,,,,
Irma Constanzo,2804,,,,,,,,,,,artista,,0,,,,
Isabel Moreno,2805,,,,,,,,,,,artista,,0,,,,
Isabella Suárez,2806,,,,,,,,,,,artista,,0,,,,
Isable de Obaldia,2807,,,,,,,,,,,artista,,0,,,,
Iván Argote,2808,,,,,,,,,,,artista,,0,,,,
Ivan Chermayeff & Thomas Geismar,2809,,,,,,,,,,,artista,,0,,,,
Iván Morales,2810,,,,,,,,,,,artista,,0,,,,
Iván Tovar,2811,,,,,,,,,,,artista,,0,,,,
Jaime Ávila Ferrer,2812,,,,,,,,,,,artista,,0,,,,
Jaime Romero,2813,,,,,,,,,,,artista,,0,,,,
Jairo Pinilla,2814,,,,,,,,,,,artista,,0,,,,
Jairo Téllez,2815,,,,,,,,,,,artista,,0,,,,
James Montgomery Flagg,2816,,,,,,,,,,,artista,,0,,,,
Jan Lenica,2817,,,,,,,,,,,artista,,0,,,,
Javier Arévalo,2818,,,,,,,,,,,artista,,0,,,,
Javier de la Garza,2819,,,,,,,,,,,artista,,0,,,,
Javier Humberto Cruz Góngora,2820,,,,,,,,,,,artista,,0,,,,
Javier Marín,2821,,,,,,,,,,,artista,,0,,,,
Javier Morales,2822,,,,,,,,,,,artista,,0,,,,
Jean Dubuffet,2823,,,,,,,,,,,artista,,0,,,,
Jean Luc Moulene,2824,,,,,,,,,,,artista,,0,,,,
Jean-Marc Bustamante,2825,,,,,,,,,,,artista,,0,,,,
Jennifer Allora,2826,,,,,,,,,,,artista,,0,,,,
Jennifer Peñaloza Dulcey,2827,,,,,,,,,,,artista,,0,,,,
Jenny Jaramillo,2828,,,,,,,,,,,artista,,0,,,,
Jesús Abad Colorado,2829,,,,,,,,,,,artista,,0,,,,
Jesús Urbieta,2830,,,,,,,,,,,artista,,0,,,,
Jhon Freddy Cardona,2831,,,,,,,,,,,artista,,0,,,,
Jim Pluk,2832,,,,,,,,,,,artista,,0,,,,
Jim Stoten,2833,,,,,,,,,,,artista,,0,,,,
Joachim Jansong,2834,,,,,,,,,,,artista,,0,,,,
Joachim John,2835,,,,,,,,,,,artista,,0,,,,
Joaquín Gutiérrez,2836,,,,,,,,,,,artista,,0,,,,
Joe Tilson,2837,,,,,,,,,,,artista,,0,,,,
Jonathan Zabriskie,2838,,,,,,,,,,,artista,,0,,,,
Joni B,2839,,,,,,,,,,,artista,,0,,,,
Jorge Caballero,2840,,,,,,,,,,,artista,,0,,,,
Jorge Echeverry,2841,,,,,,,,,,,artista,,0,,,,
Jorge Hernan González,2842,,,,,,,,,,,artista,,0,,,,
Jorge Julián Aristizabal,2843,,,,,,,,,,,artista,,0,,,,
Jorge Mora,2844,,,,,,,,,,,artista,,0,,,,
Jorge Paez,2845,,,,,,,,,,,artista,,0,,,,
Jorge R. Nuñez,2846,,,,,,,,,,,artista,,0,,,,
José Antonio Dorado,2847,,,,,,,,,,,artista,,0,,,,
José Antonio Quintero,2848,,,,,,,,,,,artista,,0,,,,
Jose Balmes,2849,,,,,,,,,,,artista,,0,,,,
José Chavéz Morado,2850,,,,,,,,,,,artista,,0,,,,
José Leonilson,2851,,,,,,,,,,,artista,,0,,,,
Jose Luis Cuevas,2852,,,,,,,,,,,artista,,0,,,,
José Reyes Meza,2853,,,,,,,,,,,artista,,0,,,,
Josefina de Hoyos,2854,,,,,,,,,,,artista,,0,,,,
Juan Andrés Posada Jaramillo,2855,,,,,,,,,,,artista,,0,,,,
Juan Carlos Distéfano & Rubén Fontana & Carlos Soler,2856,,,,,,,,,,,artista,,0,,,,
Juan David Velásquez,2857,,,,,,,,,,,artista,,0,,,,
Juan Fernando Herrán,2858,,,,,,,,,,,artista,,0,,,,
Juan Fernando Toro,2859,,,,,,,,,,,artista,,0,,,,
Juan Guillermo Restrepo,2860,,,,,,,,,,,artista,,0,,,,
Juan Guillermo Tamayo,2861,,,,,,,,,,,artista,,0,,,,
Juan Martín Rico,2862,,,,,,,,,,,artista,,0,,,,
Juan Pablo Marín,2863,,,,,,,,,,,artista,,0,,,,
Juan Pablo Ríos,2864,,,,,,,,,,,artista,,0,,,,
Juan Peláez,2865,,,,,,,,,,,artista,,0,,,,
Juan Raúl Hoyos,2866,,,,,,,,,,,artista,,0,,,,
Juan Zamora,2867,,,,,,,,,,,artista,,0,,,,
Juca Martins,2868,,,,,,,,,,,artista,,0,,,,
Judi Werthein,2869,,,,,,,,,,,artista,,0,,,,
Juergen Schieferdecker,2870,,,,,,,,,,,artista,,0,,,,
Jules Cheret,2871,,,,,,,,,,,artista,,0,,,,
Julián Aristizábal,2872,,,,,,,,,,,artista,,0,,,,
Juliana Guevara,2873,,,,,,,,,,,artista,,0,,,,
Juliano Ventura,2874,,,,,,,,,,,artista,,0,,,,
Julien Creuzet,2875,,,,,,,,,,,artista,,0,,,,
Jutta Koether,2876,,,,,,,,,,,artista,,0,,,,
Kabaret Machine,2877,,,,,,,,,,,artista,,0,,,,
Kara Walker,2878,,,,,,,,,,,artista,,0,,,,
Karl Gerstner,2879,,,,,,,,,,,artista,,0,,,,
Karl-Georg Hirsch,2880,,,,,,,,,,,artista,,0,,,,
Katherin Gómez,2881,,,,,,,,,,,artista,,0,,,,
Katia Maciel,2882,,,,,,,,,,,artista,,0,,,,
Kerstin Brätsch,2883,,,,,,,,,,,artista,,0,,,,
Kevin Mancera,2884,,,,,,,,,,,artista,,0,,,,
Kim Manresa,2885,,,,,,,,,,,artista,,0,,,,
Kingmann Eduardo,2886,,,,,,,,,,,artista,,0,,,,
Kristian Gavoille,2887,,,,,,,,,,,artista,,0,,,,
La Silueta,2888,,,,,,,,,,,artista,,0,,,,
La virgen del milagro producciones,2889,,,,,,,,,,,artista,,0,,,,
Laagencia,2890,,,,,,,,,,,artista,,0,,,,
Laboratorio artístico Chocó,2891,,,,,,,,,,,artista,,0,,,,
Las Malas Amistades,2892,,,,,,,,,,,artista,,0,,,,
Laura Lucía Peña Escobar,2893,,,,,,,,,,,artista,,0,,,,
Leandra Plaza,2894,,,,,,,,,,,artista,,0,,,,
Leo Lionni,2895,,,,,,,,,,,artista,,0,,,,
Leon Trujillo,2896,,,,,,,,,,,artista,,0,,,,
Leonardo Amador,2897,,,,,,,,,,,artista,,0,,,,
Leonardo López,2898,,,,,,,,,,,artista,,0,,,,
Leonor Alvarez,2899,,,,,,,,,,,artista,,0,,,,
Leonor Barrero de Garcia.,2900,,,,,,,,,,,artista,,0,,,,
Lester Beall,2901,,,,,,,,,,,artista,,0,,,,
Lilia Yepes,2902,,,,,,,,,,,artista,,0,,,,
Liliana Angulo,2903,,,,,,,,,,,artista,,0,,,,
Liliana Cabrera,2904,,,,,,,,,,,artista,,0,,,,
Liliana Díaz,2905,,,,,,,,,,,artista,,0,,,,
Liliana Estrada,2906,,,,,,,,,,,artista,,0,,,,
Liliana Sánchez,2907,,,,,,,,,,,artista,,0,,,,
Lina Sánchez Calderón,2908,,,,,,,,,,,artista,,0,,,,
Lisseth Balcázar,2909,,,,,,,,,,,artista,,0,,,,
Lizeth Fernanda Figueroa Cruz,2910,,,,,,,,,,,artista,,0,,,,
lngo Arnold,2911,,,,,,,,,,,artista,,0,,,,
Loan Nguyen,2912,,,,,,,,,,,artista,,0,,,,
Lorena Espitia,2913,,,,,,,,,,,artista,,0,,,,
Lorena Marín,2914,,,,,,,,,,,artista,,0,,,,
Los Lichis,2915,,,,,,,,,,,artista,,0,,,,
Luis Angel Rengifo,2916,,,,,,,,,,,artista,,0,,,,
Luis Carlos Barrios,2917,,,,,,,,,,,artista,,0,,,,
Luis Carlos Felizardo,2918,,,,,,,,,,,artista,,0,,,,
Luis E. Cruz,2919,,,,,,,,,,,artista,,0,,,,
Luis Echavarría,2920,,,,,,,,,,,artista,,0,,,,
Luis Fernando López,2921,,,,,,,,,,,artista,,0,,,,
Luis Molina-Pantin,2922,,,,,,,,,,,artista,,0,,,,
Luis Nichizawa,2923,,,,,,,,,,,artista,,0,,,,
Luis Ricaurte,2924,,,,,,,,,,,artista,,0,,,,
Luis Solari,2925,,,,,,,,,,,artista,,0,,,,
Luisa Sossa,2926,,,,,,,,,,,artista,,0,,,,
M. M. Mosquera,2927,,,,,,,,,,,artista,,0,,,,
Magola Arango Mejia,2928,,,,,,,,,,,artista,,0,,,,
Manuel Guerrero,2929,,,,,,,,,,,artista,,0,,,,
Manuel Hernandez,2930,,,,,,,,,,,artista,,0,,,,
Manuel Romero,2931,,,,,,,,,,,artista,,0,,,,
Manuel Ruiz Montealegre,2932,,,,,,,,,,,artista,,0,,,,
Marc Vaux,2933,,,,,,,,,,,artista,,0,,,,
Marcela Gómez,2934,,,,,,,,,,,artista,,0,,,,
Marcela Quiroga,2935,,,,,,,,,,,artista,,0,,,,
Marcelo Aguirre,2936,,,,,,,,,,,artista,,0,,,,
Marcia Valladares,2937,,,,,,,,,,,artista,,0,,,,
Margarita Betancourt,2938,,,,,,,,,,,artista,,0,,,,
María Angélica Madero,2939,,,,,,,,,,,artista,,0,,,,
Maria Cristina Pavia,2940,,,,,,,,,,,artista,,0,,,,
María Juliana Soto,2941,,,,,,,,,,,artista,,0,,,,
María Mercedes Salgado,2942,,,,,,,,,,,artista,,0,,,,
María Paola Sánchez,2943,,,,,,,,,,,artista,,0,,,,
Maria Teresa Guerrero,2944,,,,,,,,,,,artista,,0,,,,
María Thereza de patiño,2945,,,,,,,,,,,artista,,0,,,,
María Victoria Salcedo,2946,,,,,,,,,,,artista,,0,,,,
Mariana Castillo Deball,2947,,,,,,,,,,,artista,,0,,,,
Mariana Murcia,2948,,,,,,,,,,,artista,,0,,,,
Marilaura Cajar,2949,,,,,,,,,,,artista,,0,,,,
Mario Carvo Neto,2950,,,,,,,,,,,artista,,0,,,,
Mario Fernando Camargo Gómez,2951,,,,,,,,,,,artista,,0,,,,
Mario Machado,2952,,,,,,,,,,,artista,,0,,,,
Maritza López,2953,,,,,,,,,,,artista,,0,,,,
Mark Lancaster,2954,,,,,,,,,,,artista,,0,,,,
Marta Plazas,2955,,,,,,,,,,,artista,,0,,,,
Martha Combariza,2956,,,,,,,,,,,artista,,0,,,,
Martha Jamín Giraldo Castaño,2957,,,,,,,,,,,artista,,0,,,,
Massimo Vignelli & Heinz Waibl,2958,,,,,,,,,,,artista,,0,,,,
Matali Crasset,2959,,,,,,,,,,,artista,,0,,,,
Mateo Rivano,2960,,,,,,,,,,,artista,,0,,,,
Mathías Goeritz,2961,,,,,,,,,,,artista,,0,,,,
Matthieu Laurette,2962,,,,,,,,,,,artista,,0,,,,
Mauricio Carmona,2963,,,,,,,,,,,artista,,0,,,,
Mauricio Corradini,2964,,,,,,,,,,,artista,,0,,,,
Mauro Colombo,2965,,,,,,,,,,,artista,,0,,,,
Melisa Saavedra Gil,2966,,,,,,,,,,,artista,,0,,,,
Memo Bejarano,2967,,,,,,,,,,,artista,,0,,,,
Mguel Ángel Rojas,2968,,,,,,,,,,,artista,,0,,,,
Michael Meyer,2969,,,,,,,,,,,artista,,0,,,,
Michelle Szejner,2970,,,,,,,,,,,artista,,0,,,,
Miguel Antonio Lozano,2971,,,,,,,,,,,artista,,0,,,,
Miguel Böhmer,2972,,,,,,,,,,,artista,,0,,,,
Miguel Castro Leñero,2973,,,,,,,,,,,artista,,0,,,,
Miguel Rio Barco,2974,,,,,,,,,,,artista,,0,,,,
Miguel Tejada,2975,,,,,,,,,,,artista,,0,,,,
Miky Calero,2976,,,,,,,,,,,artista,,0,,,,
Milton Glaser & Seymour Chwast,2977,,,,,,,,,,,artista,,0,,,,
Modern Mamboys,2978,,,,,,,,,,,artista,,0,,,,
Mónica Calderón,2979,,,,,,,,,,,artista,,0,,,,
Mónica de Llano,2980,,,,,,,,,,,artista,,0,,,,
Monica Meira,2981,,,,,,,,,,,artista,,0,,,,
More'H,2982,,,,,,,,,,,artista,,0,,,,
Nadia Granados,2983,,,,,,,,,,,artista,,0,,,,
Nahúm B. Zenil,2984,,,,,,,,,,,artista,,0,,,,
Nair Benedicto,2985,,,,,,,,,,,artista,,0,,,,
Nairy Baghramian,2986,,,,,,,,,,,artista,,0,,,,
Nan Goldin,2987,,,,,,,,,,,artista,,0,,,,
Nancy Wilson Pajic,2988,,,,,,,,,,,artista,,0,,,,
Nasan Tur,2989,,,,,,,,,,,artista,,0,,,,
Natalia Castañeda,2990,,,,,,,,,,,artista,,0,,,,
Natalia Correa,2991,,,,,,,,,,,artista,,0,,,,
Natalia Pipicano,2992,,,,,,,,,,,artista,,0,,,,
Natalia Santa,2993,,,,,,,,,,,artista,,0,,,,
Nathalie Spitia,2994,,,,,,,,,,,artista,,0,,,,
Nelson Guzmán,2995,,,,,,,,,,,artista,,0,,,,
Nestor Franco aka Bagual,2996,,,,,,,,,,,artista,,0,,,,
Nestor Gutiérrez,2997,,,,,,,,,,,artista,,0,,,,
Nicholás Buenaventura,2998,,,,,,,,,,,artista,,0,,,,
Nicolás Cadavid,2999,,,,,,,,,,,artista,,0,,,,
Nicolás González,3000,,,,,,,,,,,artista,,0,,,,
Nicolás Leguizamón,3001,,,,,,,,,,,artista,,0,,,,
Nicolás Moreno,3002,,,,,,,,,,,artista,,0,,,,
Nini Bautista,3003,,,,,,,,,,,artista,,0,,,,
Nini Johana,3004,,,,,,,,,,,artista,,0,,,,
Nora Schultz,3005,,,,,,,,,,,artista,,0,,,,
NU,3006,,,,,,,,,,,artista,,0,,,,
Nuria Quevedo,3007,,,,,,,,,,,artista,,0,,,,
Omaira Abadía,3008,,,,,,,,,,,artista,,0,,,,
Ómar Carreño,3009,,,,,,,,,,,artista,,0,,,,
Orgun Wagua,3010,,,,,,,,,,,artista,,0,,,,
Orlando Rojas,3011,,,,,,,,,,,artista,,0,,,,
Óscar Castellanos,3012,,,,,,,,,,,artista,,0,,,,
Óscar Leone,3013,,,,,,,,,,,artista,,0,,,,
Oscar Narvaez,3014,,,,,,,,,,,artista,,0,,,,
Oscar Salzar,3015,,,,,,,,,,,artista,,0,,,,
Oskar Kokoschka,3016,,,,,,,,,,,artista,,0,,,,
Pablo Besse,3017,,,,,,,,,,,artista,,0,,,,
Paola Tafur,3018,,,,,,,,,,,artista,,0,,,,
Parménides Meneses Anganoy,3019,,,,,,,,,,,artista,,0,,,,
Pastaza León,3020,,,,,,,,,,,artista,,0,,,,
Patricia Ayala,3021,,,,,,,,,,,artista,,0,,,,
Patricia Mariaca,3022,,,,,,,,,,,artista,,0,,,,
Patricia Vega,3023,,,,,,,,,,,artista,,0,,,,
Patricia Verón,3024,,,,,,,,,,,artista,,0,,,,
Patrick Caulfield,3025,,,,,,,,,,,artista,,0,,,,
Patty Elvira,3026,,,,,,,,,,,artista,,0,,,,
Paul Arias Silvia,3027,,,,,,,,,,,artista,,0,,,,
Paulo Licona,3028,,,,,,,,,,,artista,,0,,,,
Pedro Rivera,3029,,,,,,,,,,,artista,,0,,,,
Peter Gee,3030,,,,,,,,,,,artista,,0,,,,
Peter Max,3031,,,,,,,,,,,artista,,0,,,,
Peter Phillips,3032,,,,,,,,,,,artista,,0,,,,
Peter Sedgley,3033,,,,,,,,,,,artista,,0,,,,
Philippe Starck,3034,,,,,,,,,,,artista,,0,,,,
Pierre Pinoncelli,3035,,,,,,,,,,,artista,,0,,,,
Pilar Flores,3036,,,,,,,,,,,artista,,0,,,,
Power Paola,3037,,,,,,,,,,,artista,,0,,,,
Powerpaola,3038,,,,,,,,,,,artista,,0,,,,
Precarius Tecnológicus,3039,,,,,,,,,,,artista,,0,,,,
Prins Martjin,3040,,,,,,,,,,,artista,,0,,,,
Proyecto Dies,3041,,,,,,,,,,,artista,,0,,,,
Proyecto Medusa,3042,,,,,,,,,,,artista,,0,,,,
Radi,3043,,,,,,,,,,,artista,,0,,,,
Rafael Alvarez Salas,3044,,,,,,,,,,,artista,,0,,,,
Rafael Borrero Vergara,3045,,,,,,,,,,,artista,,0,,,,
Raimond Chaves,3046,,,,,,,,,,,artista,,0,,,,
Rainer Herold,3047,,,,,,,,,,,artista,,0,,,,
Raúl Anguiano,3048,,,,,,,,,,,artista,,0,,,,
Raúl Fernández Calleja,3049,,,,,,,,,,,artista,,0,,,,
Rembrandt,3050,,,,,,,,,,,artista,,0,,,,
Rened Varona,3051,,,,,,,,,,,artista,,0,,,,
Ricardo Acevedo Bernal,3052,,,,,,,,,,,artista,,0,,,,
Ricardo Antonio Ruiz,3053,,,,,,,,,,,artista,,0,,,,
Ricardo Martínez,3054,,,,,,,,,,,artista,,0,,,,
Richard Bravo,3055,,,,,,,,,,,artista,,0,,,,
Richard Hamilton,3056,,,,,,,,,,,artista,,0,,,,
Richard Linder,3057,,,,,,,,,,,artista,,0,,,,
Richard P. Lohse & Marlene Bruber,3058,,,,,,,,,,,artista,,0,,,,
Rina Lazo,3059,,,,,,,,,,,artista,,0,,,,
Robert Friedmann,3060,,,,,,,,,,,artista,,0,,,,
Robert Gretczko & Charles Zimmerman,3061,,,,,,,,,,,artista,,0,,,,
Roberto Valcarcel,3062,,,,,,,,,,,artista,,0,,,,
Robyn Denny,3063,,,,,,,,,,,artista,,0,,,,
Rodolfo Morales,3064,,,,,,,,,,,artista,,0,,,,
Rogelio Salmona,3065,,,,,,,,,,,artista,,0,,,,
Rolf Muenzner,3066,,,,,,,,,,,artista,,0,,,,
Roman Cieslewicz,3067,,,,,,,,,,,artista,,0,,,,
Rosa Sanin Sader,3068,,,,,,,,,,,artista,,0,,,,
Rosario López,3069,,,,,,,,,,,artista,,0,,,,
Rosemarie Gleiser,3070,,,,,,,,,,,artista,,0,,,,
Rubén Mendoza,3071,,,,,,,,,,,artista,,0,,,,
Ruth Bessoudo,3072,,,,,,,,,,,artista,,0,,,,
Samuel Bohórquez,3073,,,,,,,,,,,artista,,0,,,,
Sandra Patricia Navia,3074,,,,,,,,,,,artista,,0,,,,
Santiago Caicedo,3075,,,,,,,,,,,artista,,0,,,,
Santiago Escobar,3076,,,,,,,,,,,artista,,0,,,,
Santiago Harker,3077,,,,,,,,,,,artista,,0,,,,
Santiago Leal,3078,,,,,,,,,,,artista,,0,,,,
Santiago Osorio Medina,3079,,,,,,,,,,,artista,,0,,,,
Santiago Rebolledo,3080,,,,,,,,,,,artista,,0,,,,
Santiago Uribe Olguin,3081,,,,,,,,,,,artista,,0,,,,
Saul Bass,3082,,,,,,,,,,,artista,,4,,,,
Saul Steinberg,3083,,,,,,,,,,,artista,,0,,,,
Schulz-Neudamm,3084,,,,,,,,,,,artista,,0,,,,
Sebastián,3085,,,,,,,,,,,artista,,0,,,,
Sebastián Fierro,3086,,,,,,,,,,,artista,,0,,,,
Sebastián Martínez,3087,,,,,,,,,,,artista,,0,,,,
Sergio Andrés Zapata,3088,,,,,,,,,,,artista,,0,,,,
Sergio Bartelsman,3089,,,,,,,,,,,artista,,0,,,,
Sergio Hernández,3090,,,,,,,,,,,artista,,0,,,,
Sergio Luis Cerón Muñoz,3091,,,,,,,,,,,artista,,0,,,,
Sergio Vélez,3092,,,,,,,,,,,artista,,0,,,,
Sergio Zapata,3093,,,,,,,,,,,artista,,0,,,,
Silvie Boutiq,3094,,,,,,,,,,,artista,,0,,,,
Simón Hernandez,3095,,,,,,,,,,,artista,,0,,,,
Stephanie López,3096,,,,,,,,,,,artista,,0,,,,
Steven Andrés Ruiz Bello.,3097,,,,,,,,,,,artista,,0,,,,
Stinkfish,3098,,,,,,,,,,,artista,,0,,,,
Susana Casarin,3099,,,,,,,,,,,artista,,0,,,,
Tabara R.,3100,,,,,,,,,,,artista,,0,,,,
Taco F.,3101,,,,,,,,,,,artista,,0,,,,
Tadanori Yokoo.,3102,,,,,,,,,,,artista,,0,,,,
Tatiana Acevedo,3103,,,,,,,,,,,artista,,0,,,,
Tatiana Montoya,3104,,,,,,,,,,,artista,,0,,,,
Tess Jaray,3105,,,,,,,,,,,artista,,0,,,,
Theophile Steinlen,3106,,,,,,,,,,,artista,,0,,,,
Tino Sehgal,3107,,,,,,,,,,,artista,,0,,,,
Tomás López Rocha Ulises Licea,3108,,,,,,,,,,,artista,,0,,,,
Trueba Arenas,3109,,,,,,,,,,,artista,,0,,,,
Tupac Cruz,3110,,,,,,,,,,,artista,,0,,,,
Typozon,3111,,,,,,,,,,,artista,,0,,,,
Valencia J.,3112,,,,,,,,,,,artista,,0,,,,
Vanessa Sandoval,3113,,,,,,,,,,,artista,,0,,,,
Varios,3114,,,,,,,,,,,artista,,0,,,,
Verónica Lehner,3115,,,,,,,,,,,artista,,0,,,,
Vicente Martin,3116,,,,,,,,,,,artista,,0,,,,
Victor Albarracín,3117,,,,,,,,,,,artista,,0,,,,
Victor Gaviria,3118,,,,,,,,,,,artista,,0,,,,
Víctor Rodriguez,3119,,,,,,,,,,,artista,,0,,,,
Violeta Ospina,3120,,,,,,,,,,,artista,,0,,,,
Viteri Oswaldo,3121,,,,,,,,,,,artista,,0,,,,
