nombre_s,tipo_s,nombre_t,tipo_t,ano
Muestra de Édgar Negret y de nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2004,expo,Ana María Millán,artista,2004
Muestra de Édgar Negret y de nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2004,expo,Ángela Villegas,artista,2004
Muestra de Édgar Negret y de nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2004,expo,Víctor Robledo,artista,2004
Muestra de Édgar Negret y de nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2004,expo,François Dolmetsch,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Diego Rivera,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,José Clemente Orozco,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Rufino Tamayo,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,José Luis Cuevas,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,David Alfaro Siqueiros,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Wifredo Lam,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Eugenio Dittborn,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Roberto Sebastián Matta,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Jesús Rafael Soto,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Carlos Cruz-Diez,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Oswaldo Guayasamín,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Antonio Berni,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Liliana Porter,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Rodolfo Abularach,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Fernando de Szyszlo,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Alejandro Obregón,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Juan Antonio Roda,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Beatriz González,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Enrique Grau,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Ómar Rayo,artista,2004
Muestra de maestros latino-americanos de la Colección del Museo de Arte Moderno La Tertulia 2004 - 2004,expo,Luis Camnitzer,artista,2004
François Dolmetsch Fotografías - Retrospectiva - 2005,expo,François Dolmetsch,artista,2005
"Muestra de escultura, fotografía y nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2005",expo,Édgar Negret,artista,2005
"Muestra de escultura, fotografía y nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2005",expo,Eduardo Ramírez Villamizar,artista,2005
"Muestra de escultura, fotografía y nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2005",expo,Carlos Rojas,artista,2005
"Muestra de escultura, fotografía y nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2005",expo,Juan Manuel Echavarría,artista,2005
"Muestra de escultura, fotografía y nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2005",expo,Jaime Ávila,artista,2005
"Muestra de escultura, fotografía y nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2005",expo,Becky Mayer,artista,2005
"Muestra de escultura, fotografía y nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2005",expo,Eduardo Carvajal,artista,2005
"Muestra de escultura, fotografía y nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2005",expo,Jaime Franco,artista,2005
"Muestra de escultura, fotografía y nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2005",expo,Ángela Villegas,artista,2005
"Muestra de escultura, fotografía y nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2005",expo,Ana María Millán,artista,2005
"Muestra de escultura, fotografía y nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2005",expo,Víctor Robledo,artista,2005
"Muestra de escultura, fotografía y nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2005",expo,Linda Troeller,artista,2005
"Muestra de escultura, fotografía y nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2005",expo,Mercedes Sebastián,artista,2005
"Muestra de escultura, fotografía y nuevas adquisiciones del Museo de Arte Moderno La Tertulia - 2005",expo,François Dolmetsch,artista,2005
François Dolmetsch Sinfonía desnuda - 2005,expo,François Dolmetsch,artista,2005
El Retrato: Realidad y Percepción - 2005,expo,Efraim Martínez,artista,2005
El Retrato: Realidad y Percepción - 2005,expo,Ignacio Gómez Jaramillo,artista,2005
El Retrato: Realidad y Percepción - 2005,expo,Alejandro Obregón,artista,2005
El Retrato: Realidad y Percepción - 2005,expo,Enrique Grau,artista,2005
El Retrato: Realidad y Percepción - 2005,expo,Fernando Botero,artista,2005
El Retrato: Realidad y Percepción - 2005,expo,Juan Antonio Roda,artista,2005
El Retrato: Realidad y Percepción - 2005,expo,Hernando Tejada,artista,2005
El Retrato: Realidad y Percepción - 2005,expo,Beatriz González,artista,2005
Exposición de Carlos Rojas 2005 - 2005,expo,Carlos Rojas,artista,2005
El Acontecer Social en la Vida de Pedro Nel Gómez - 2005,expo,Pedro Nel Gómez,artista,2005
Juan Antonio Roda - Grabados - 2005,expo,Juan Antonio Roda,artista,2005
Ana Mercedes Hoyos - Antología - 2005,expo,Ana Mercedes Hoyos,artista,2005
En torno al Cuerpo - 2005,expo,Rodolfo Abularach,artista,2005
En torno al Cuerpo - 2005,expo,Pedro Alcántara Herrán,artista,2005
En torno al Cuerpo - 2005,expo,Gracia Barrios,artista,2005
En torno al Cuerpo - 2005,expo,Luis Caballero,artista,2005
En torno al Cuerpo - 2005,expo,Delia Cugat,artista,2005
En torno al Cuerpo - 2005,expo,Carlos Collazo,artista,2005
En torno al Cuerpo - 2005,expo,Leonel Góngora,artista,2005
En torno al Cuerpo - 2005,expo,Enrique Grau,artista,2005
En torno al Cuerpo - 2005,expo,Lorenzo Jaramillo,artista,2005
En torno al Cuerpo - 2005,expo,Germán Londoño,artista,2005
En torno al Cuerpo - 2005,expo,Darío Morales,artista,2005
En torno al Cuerpo - 2005,expo,Rafael Ortiz,artista,2005
En torno al Cuerpo - 2005,expo,Francisco Rodón,artista,2005
En torno al Cuerpo - 2005,expo,Mariano Rodríguez,artista,2005
En torno al Cuerpo - 2005,expo,Antonio Seguí,artista,2005
En torno al Cuerpo - 2005,expo,Rosemberg Sandoval,artista,2005
En torno al Cuerpo - 2005,expo,Bibiana Vélez,artista,2005
En torno al Cuerpo - 2005,expo,Carlos Zerpa,artista,2005
Entre Siglos - 2005,expo,Jesús María Zamora,artista,2005
Entre Siglos - 2005,expo,Débora Arango,artista,2005
Entre Siglos - 2005,expo,Enrique Grau,artista,2005
Entre Siglos - 2005,expo,Pedro Nel Gómez,artista,2005
Entre Siglos - 2005,expo,Alejandro Obregón,artista,2005
Entre Siglos - 2005,expo,Carlos Correa,artista,2005
Entre Siglos - 2005,expo,Luis Caballero,artista,2005
Entre Siglos - 2005,expo,Beatriz González,artista,2005
Entre Siglos - 2005,expo,Manuel Hernández,artista,2005
Entre Siglos - 2005,expo,Luis Fernando Peláez,artista,2005
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Eduardo Ramírez Villamizar,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Édgar Negret,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Hernando Tejada,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Ómar Rayo,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Carlos Rojas,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Feliza Bursztyn,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Bernardo Salcedo,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Beatriz Daza,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Jim Amaral,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Ana Mercedes Hoyos,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Hugo Zapata,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Nadín Ospina,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Consuelo Gómez,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Pablo Van Wong,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Jorge Acero,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Wilmer García,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Pedro Alcántara Herrán,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Beatriz González,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Enrique Grau,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,María Thereza Negreiros,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Rubens Gerchman,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Yutaka Toyota,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Fernando Maza,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Marta Minujín,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Jesús Rafael Soto,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Carlos Cruz-Diez,artista,2006
Eduardo Ramírez Villamizar y su Entorno - 2006,expo,Jaime Suárez,artista,2006
Diez Artistas Vallecaucanos - 2006,expo,Cristina Llano,artista,2006
Diez Artistas Vallecaucanos - 2006,expo,Jonier Marín,artista,2006
Diez Artistas Vallecaucanos - 2006,expo,Miguel Ángel Reyes,artista,2006
Diez Artistas Vallecaucanos - 2006,expo,Armin Tröger,artista,2006
Diez Artistas Vallecaucanos - 2006,expo,Giovanni Vargas,artista,2006
Diez Artistas Vallecaucanos - 2006,expo,Rodolfo Vélez,artista,2006
Al Aire Libre: Paisajes - 2006,expo,Antonio Caro,artista,2006
Al Aire Libre: Paisajes - 2006,expo,Pedro Nel Gómez,artista,2006
Al Aire Libre: Paisajes - 2006,expo,Gonzalo Ariza,artista,2006
Al Aire Libre: Paisajes - 2006,expo,Alejandro Obregón,artista,2006
Al Aire Libre: Paisajes - 2006,expo,Carlos Rojas,artista,2006
Al Aire Libre: Paisajes - 2006,expo,Ricardo Borrero,artista,2006
Al Aire Libre: Paisajes - 2006,expo,Jesús María Zamora,artista,2006
Al Aire Libre: Paisajes - 2006,expo,Santiago Martínez Delgado,artista,2006
Al Aire Libre: Paisajes - 2006,expo,Ignacio Gómez Jaramillo,artista,2006
Al Aire Libre: Paisajes - 2006,expo,Ricardo Gómez Campuzano,artista,2006
Al Aire Libre: Paisajes - 2006,expo,Luis Fernando Escobar,artista,2006
Al Aire Libre: Paisajes - 2006,expo,Alicia Barney,artista,2006
Al Aire Libre: Paisajes - 2006,expo,Antonio Barrera,artista,2006
Al Aire Libre: Paisajes - 2006,expo,Carlos Jacanamijoy Tisoy,artista,2006
Abstracción y Diáspora - 2006,expo,Ómar Rayo,artista,2006
Abstracción y Diáspora - 2006,expo,Jan Bartelsman,artista,2006
Abstracción y Diáspora - 2006,expo,María Thereza Negreiros,artista,2006
Abstracción y Diáspora - 2006,expo,Gerardo Ravassa,artista,2006
Abstracción y Diáspora - 2006,expo,Jonier Marín,artista,2006
Abstracción y Diáspora - 2006,expo,Luis Fernando Roldán,artista,2006
Abstracción y Diáspora - 2006,expo,Danilo Dueñas,artista,2006
Abstracción y Diáspora - 2006,expo,Jaime Franco,artista,2006
Abstracción y Diáspora - 2006,expo,Rosemberg Sandoval,artista,2006
Abstracción y Diáspora - 2006,expo,Luis Guillermo Botero,artista,2006
